3,2,1,00101101010,0,0,3,-9
3,2,1,00101101010,1,0,3,-9
3,2,1,00101101010,2,0,3,-9
3,2,1,00101101010,0,1,3,-11
3,2,1,00101101010,1,1,3,-9
3,2,1,00101101010,2,1,3,-9
3,2,1,00101101010,0,0,5,-9
3,2,1,00101101010,1,0,5,-10
3,2,1,00101101010,2,0,5,-10
3,2,1,00101101010,0,1,5,-13
3,2,1,00101101010,1,1,5,-10
3,2,1,00101101010,2,1,5,-9
3,2,1,00101101010,0,0,7,-14
3,2,1,00101101010,1,0,7,-13
3,2,1,00101101010,2,0,7,-15
3,2,1,00101101010,0,1,7,-11
3,2,1,00101101010,1,1,7,-15
3,2,1,00101101010,2,1,7,-15
3,2,1,00101101010,0,0,12,-9
3,2,1,00101101010,1,0,12,-8
3,2,1,00101101010,2,0,12,-8
3,2,1,00101101010,0,1,12,-9
3,2,1,00101101010,1,1,12,-6
3,2,1,00101101010,2,1,12,-8
3,2,1,00101101010,0,0,16,-4
3,2,1,00101101010,1,0,16,-5
3,2,1,00101101010,2,0,16,-5
3,2,1,00101101010,0,1,16,-7
3,2,1,00101101010,1,1,16,-9
3,2,1,00101101010,2,1,16,-8
4,2,1,00101101010,0,0,3,-9
4,2,1,00101101010,1,0,3,-10
4,2,1,00101101010,2,0,3,-9
4,2,1,00101101010,0,1,3,-9
4,2,1,00101101010,1,1,3,-9
4,2,1,00101101010,2,1,3,-9
4,2,1,00101101010,0,0,5,-11
4,2,1,00101101010,1,0,5,-9
4,2,1,00101101010,2,0,5,-11
4,2,1,00101101010,0,1,5,-11
4,2,1,00101101010,1,1,5,-8
4,2,1,00101101010,2,1,5,-10
4,2,1,00101101010,0,0,7,-12
4,2,1,00101101010,1,0,7,-13
4,2,1,00101101010,2,0,7,-13
4,2,1,00101101010,0,1,7,-16
4,2,1,00101101010,1,1,7,-7
4,2,1,00101101010,2,1,7,-8
4,2,1,00101101010,0,0,12,-12
4,2,1,00101101010,1,0,12,-8
4,2,1,00101101010,2,0,12,-1
4,2,1,00101101010,0,1,12,-7
4,2,1,00101101010,1,1,12,-12
4,2,1,00101101010,2,1,12,-1
4,2,1,00101101010,0,0,16,-9
4,2,1,00101101010,1,0,16,-6
4,2,1,00101101010,2,0,16,-15
4,2,1,00101101010,0,1,16,-12
4,2,1,00101101010,1,1,16,-9
4,2,1,00101101010,2,1,16,0
