4,5,1,00001101010,0,0,3,-3
4,5,1,00001101010,1,0,3,-4
4,5,1,00001101010,2,0,3,-4
4,5,1,00001101010,0,1,3,-4
4,5,1,00001101010,1,1,3,-4
4,5,1,00001101010,2,1,3,-5
4,5,1,00001101010,0,0,5,0
4,5,1,00001101010,1,0,5,-6
4,5,1,00001101010,2,0,5,-5
4,5,1,00001101010,0,1,5,-3
4,5,1,00001101010,1,1,5,-5
4,5,1,00001101010,2,1,5,-6
4,5,1,00001101010,0,0,7,-9
4,5,1,00001101010,1,0,7,-3
4,5,1,00001101010,2,0,7,-6
4,5,1,00001101010,0,1,7,-10
4,5,1,00001101010,1,1,7,-3
4,5,1,00001101010,2,1,7,-4
4,5,1,00001101010,0,0,12,-7
4,5,1,00001101010,1,0,12,-7
4,5,1,00001101010,2,0,12,-6
4,5,1,00001101010,0,1,12,-2
4,5,1,00001101010,1,1,12,7
4,5,1,00001101010,2,1,12,-8
4,5,1,00001101010,0,0,16,-2
4,5,1,00001101010,1,0,16,-7
4,5,1,00001101010,2,0,16,-2
4,5,1,00001101010,0,1,16,-1
4,5,1,00001101010,1,1,16,-9
4,5,1,00001101010,2,1,16,-6
4,6,0,00001101010,0,0,3,9
4,6,0,00001101010,1,0,3,8
4,6,0,00001101010,2,0,3,8
4,6,0,00001101010,0,1,3,8
4,6,0,00001101010,1,1,3,9
4,6,0,00001101010,2,1,3,9
4,6,0,00001101010,0,0,5,9
4,6,0,00001101010,1,0,5,9
4,6,0,00001101010,2,0,5,6
4,6,0,00001101010,0,1,5,6
4,6,0,00001101010,1,1,5,6
4,6,0,00001101010,2,1,5,5
4,6,0,00001101010,0,0,7,10
4,6,0,00001101010,1,0,7,6
4,6,0,00001101010,2,0,7,5
4,6,0,00001101010,0,1,7,8
4,6,0,00001101010,1,1,7,6
4,6,0,00001101010,2,1,7,6
4,6,0,00001101010,0,0,12,-1
4,6,0,00001101010,1,0,12,4
4,6,0,00001101010,2,0,12,-2
4,6,0,00001101010,0,1,12,9
4,6,0,00001101010,1,1,12,10
4,6,0,00001101010,2,1,12,-3
4,6,0,00001101010,0,0,16,10
4,6,0,00001101010,1,0,16,9
4,6,0,00001101010,2,0,16,11
4,6,0,00001101010,0,1,16,0
4,6,0,00001101010,1,1,16,5
4,6,0,00001101010,2,1,16,8
