5,6,1,00101110010,0,0,3,-2
5,6,1,00101110010,1,0,3,-2
5,6,1,00101110010,2,0,3,-2
5,6,1,00101110010,0,1,3,-2
5,6,1,00101110010,1,1,3,-2
5,6,1,00101110010,2,1,3,-2
5,6,1,00101110010,0,0,5,0
5,6,1,00101110010,1,0,5,-2
5,6,1,00101110010,2,0,5,-2
5,6,1,00101110010,0,1,5,-3
5,6,1,00101110010,1,1,5,-3
5,6,1,00101110010,2,1,5,-3
5,6,1,00101110010,0,0,7,0
5,6,1,00101110010,1,0,7,-1
5,6,1,00101110010,2,0,7,-3
5,6,1,00101110010,0,1,7,-7
5,6,1,00101110010,1,1,7,-4
5,6,1,00101110010,2,1,7,-1
5,6,1,00101110010,0,0,12,-1
5,6,1,00101110010,1,0,12,-1
5,6,1,00101110010,2,0,12,-12
5,6,1,00101110010,0,1,12,-1
5,6,1,00101110010,1,1,12,-15
5,6,1,00101110010,2,1,12,-11
5,6,1,00101110010,0,0,16,-1
5,6,1,00101110010,1,0,16,-9
5,6,1,00101110010,2,0,16,-2
5,6,1,00101110010,0,1,16,5
5,6,1,00101110010,1,1,16,-3
5,6,1,00101110010,2,1,16,-3
4,5,1,00101110010,0,0,3,1
4,5,1,00101110010,1,0,3,2
4,5,1,00101110010,2,0,3,2
4,5,1,00101110010,0,1,3,1
4,5,1,00101110010,1,1,3,1
4,5,1,00101110010,2,1,3,2
4,5,1,00101110010,0,0,5,0
4,5,1,00101110010,1,0,5,4
4,5,1,00101110010,2,0,5,4
4,5,1,00101110010,0,1,5,-5
4,5,1,00101110010,1,1,5,0
4,5,1,00101110010,2,1,5,1
4,5,1,00101110010,0,0,7,-1
4,5,1,00101110010,1,0,7,-5
4,5,1,00101110010,2,0,7,-1
4,5,1,00101110010,0,1,7,3
4,5,1,00101110010,1,1,7,0
4,5,1,00101110010,2,1,7,0
4,5,1,00101110010,0,0,12,4
4,5,1,00101110010,1,0,12,12
4,5,1,00101110010,2,0,12,1
4,5,1,00101110010,0,1,12,4
4,5,1,00101110010,1,1,12,1
4,5,1,00101110010,2,1,12,5
4,5,1,00101110010,0,0,16,1
4,5,1,00101110010,1,0,16,1
4,5,1,00101110010,2,0,16,-7
4,5,1,00101110010,0,1,16,1
4,5,1,00101110010,1,1,16,1
4,5,1,00101110010,2,1,16,3
4,6,1,00101110010,0,0,3,5
4,6,1,00101110010,1,0,3,4
4,6,1,00101110010,2,0,3,4
4,6,1,00101110010,0,1,3,4
4,6,1,00101110010,1,1,3,4
4,6,1,00101110010,2,1,3,4
4,6,1,00101110010,0,0,5,4
4,6,1,00101110010,1,0,5,2
4,6,1,00101110010,2,0,5,4
4,6,1,00101110010,0,1,5,3
4,6,1,00101110010,1,1,5,5
4,6,1,00101110010,2,1,5,3
4,6,1,00101110010,0,0,7,2
4,6,1,00101110010,1,0,7,0
4,6,1,00101110010,2,0,7,5
4,6,1,00101110010,0,1,7,4
4,6,1,00101110010,1,1,7,4
