2,3,1,00000010000,0,0,3,7
2,3,1,00000010000,1,0,3,7
2,3,1,00000010000,2,0,3,7
2,3,1,00000010000,0,1,3,8
2,3,1,00000010000,1,1,3,9
2,3,1,00000010000,2,1,3,7
2,3,1,00000010000,0,0,5,9
2,3,1,00000010000,1,0,5,7
2,3,1,00000010000,2,0,5,7
2,3,1,00000010000,0,1,5,7
2,3,1,00000010000,1,1,5,6
2,3,1,00000010000,2,1,5,7
2,3,1,00000010000,0,0,7,4
2,3,1,00000010000,1,0,7,6
2,3,1,00000010000,2,0,7,13
2,3,1,00000010000,0,1,7,12
2,3,1,00000010000,1,1,7,8
2,3,1,00000010000,2,1,7,7
2,3,1,00000010000,0,0,12,6
2,3,1,00000010000,1,0,12,16
2,3,1,00000010000,2,0,12,-2
2,3,1,00000010000,0,1,12,6
2,3,1,00000010000,1,1,12,6
2,3,1,00000010000,2,1,12,6
2,3,1,00000010000,0,0,16,10
2,3,1,00000010000,1,0,16,7
2,3,1,00000010000,2,0,16,9
2,3,1,00000010000,0,1,16,12
2,3,1,00000010000,1,1,16,7
2,3,1,00000010000,2,1,16,3
2,3,1,00000010000,0,0,3,7
2,3,1,00000010000,1,0,3,6
2,3,1,00000010000,2,0,3,7
2,3,1,00000010000,0,1,3,7
2,3,1,00000010000,1,1,3,6
2,3,1,00000010000,2,1,3,6
2,3,1,00000010000,0,0,5,9
2,3,1,00000010000,1,0,5,4
2,3,1,00000010000,2,0,5,9
2,3,1,00000010000,0,1,5,11
2,3,1,00000010000,1,1,5,7
2,3,1,00000010000,2,1,5,10
2,3,1,00000010000,0,0,7,12
2,3,1,00000010000,1,0,7,-1
2,3,1,00000010000,2,0,7,9
2,3,1,00000010000,0,1,7,6
2,3,1,00000010000,1,1,7,6
2,3,1,00000010000,2,1,7,9
2,3,1,00000010000,0,0,12,0
2,3,1,00000010000,1,0,12,1
2,3,1,00000010000,2,0,12,7
2,3,1,00000010000,0,1,12,6
